,NumberOfCustomers
11436,234.84455100106425
11437,204.01428229920566
11438,216.48107295527006
11439,213.1349005078082
11440,213.3299789619341
11441,243.64915120086516
11442,-25.748782329726964
11443,276.640004871937
11444,279.21082538124756
11445,288.9945516746375
11446,282.65655884929583
11447,247.1916604443104
11448,205.7888733369473
11449,4.798973351687891
11450,272.27095226515667
11451,269.5648160423734
11452,259.4261786438001
11453,325.7917016131978
11454,255.3082898815337
11455,259.266870752821
11456,1.8641374880680814
11457,246.6829297072254
11458,235.04846398238442
11459,227.68090057600057
11460,241.67614130818401
11461,237.324918866012
11462,229.45163007907104
11463,-7.763161485665478
11464,304.7112081111991
11465,307.19429282238707
11466,300.7620428491209
11467,295.0390195460932
11468,288.4633102911466
11469,231.02877984772203
11470,-2.7750201573362574
11471,229.21118564120843
11472,240.86820599777275
11473,227.96877627074718
11474,226.8089755505207
11475,226.4224957395636
11476,1.1352464887313545
11477,205.06472351503908
11478,211.7088943689305
11479,0.49824311665724963
11480,332.487732259091
11481,315.2543428040808
11482,306.1099871211336
11483,239.51236521976534
11484,277.49255474845995
11485,249.70869305435917
11486,-2.1158297582587693
11487,312.911602186301
11488,301.3289545988373
11489,286.34214931176393
11490,314.7164713983366
11491,298.75208988555823
11492,226.58464231959078
11493,10.773272548074601
11494,255.51980567380087
11495,244.96168866337393
11496,245.52730134184822
11497,246.51659677145653
11498,251.47596909254207
11499,197.9244976262562
11500,-2.1227876115008257
11501,284.41672373894835
11502,302.03811839883565
11503,293.68732478670427
11504,197.88718408872955
11505,281.1274352845503
11506,198.81959917102358
11507,-15.209334778221091
11508,257.49135828684666
11509,140.45577065224643
11510,318.50137073145015
11511,328.11987697466975
11512,338.0228377119347
11513,217.95113763952395
11514,-11.055395893054083
11515,223.1991663610097
11516,215.39224725964596
11517,239.18171363559668
11518,266.53610757828574
11519,240.29128866060637
11520,265.0629183424462
11521,14.076815580978291
11522,319.5780569850467
11523,307.48027695625206
11524,327.2080497533316
11525,336.4809327744879
11526,286.97046325801057
11527,190.97867288379348
11528,-6.617842658335576
11529,212.8519067906309
11530,245.78402567570447
11531,237.7374568572559
11532,159.66859449648473
11533,183.7624532836926
11534,3.656836730617215
11535,196.1413943892403
11536,157.82061304189847
11537,-3.1933143369678874
11538,252.66069962483016
11539,272.98869694127643
11540,226.6351616874599
11541,245.47536520000722
11542,233.81255874042108
11543,208.83078037756786
11544,-3.111571898989496
11545,245.49865720351227
11546,260.9123033729411
11547,242.68519665092754
11548,234.05769817894907
11549,234.46287544777442
11550,183.41810786585847
11551,16.46531940116256
11552,178.4930179391522
11553,181.827053650195
11554,197.9729785520176
11555,210.7956706101686
11556,194.93296401854604
11557,179.4672675375623
11558,10.807818341156235
11559,198.2705569785321
11560,247.81820198486093
11561,247.72045061360404
11562,241.95822204113938
11563,241.22522501266212
11564,191.43338155958918
11565,4.099169418681413
11566,268.76006881837384
11567,254.47002245752083
11568,261.7960826214985
11569,260.74565748554596
11570,254.35064186371164
11571,188.86471172439633
11572,5.774329388761544
11573,202.46641406754497
11574,192.32367489322496
11575,195.66060041158926
11576,185.67072170352913
11577,193.7354573669436
11578,199.28700907096209
11579,-4.600820643914631
11580,247.67436563794035
11581,258.60836788930465
11582,260.3472080596839
11583,248.7435894048831
11584,250.6135948539595
11585,191.78239447587111
11586,-3.678840672946535
11587,180.25469575116585
11588,200.01012412185082
11589,198.17694126941205
11590,8.965955783467507
11591,238.08238986888318
11592,204.4689309116511
11593,-2.2065099336614367
11594,234.97618376868195
11595,-19.815567031066166
11596,221.75591595016886
11597,227.8700367739075
11598,231.03266168470145
11599,291.2039375489985
11600,51.46758063646848
11601,230.57983877527295
11602,227.8176736800815
11603,220.55382936168462
11604,245.2983554721577
11605,231.32993276970228
11606,202.91744993341854
11607,-4.330080500163604
11608,189.03357971983496
11609,192.36351459857542
11610,185.87140819552587
11611,187.19051633312483
11612,185.93556196350255
11613,185.85078089302988
11614,-15.680571685981704
11615,229.92890741265728
11616,218.50543051213026
11617,227.2464632530464
11618,232.14073456611368
11619,222.27438340714434
11620,194.33237105890294
11621,-11.489832501771161
11622,201.1397420198482
11623,274.5874433729041
11624,306.4193827143754
11625,242.9908890707593
11626,247.36589468625607
11627,187.65623597966623
11628,-44.27726940647699
11629,194.90011781390058
11630,210.16402730654227
11631,183.3590008590254
11632,198.64679613010958
11633,183.94575982619426
11634,189.6745242389443
11635,1.3666910320753232
11636,237.11279132176423
11637,241.7806179425388
11638,229.5536093248811
11639,234.24295474163955
11640,270.55840878459276
11641,180.9105577978189
11642,7.801830208831234
11643,207.2958377339528
11644,186.82660643861163
11645,198.74366324473522
11646,13.254072191659361
11647,270.12632126852986
11648,236.29608672455652
11649,-1.2273925550107379
11650,266.651726209122
11651,-16.5879071058298
11652,252.23637163292733
11653,258.87036518158857
11654,261.311811350839
11655,319.367897981836
11656,51.91592562102596
11657,261.40631535474677
11658,262.34331910935
11659,251.50251015264075
11660,277.778430765291
11661,263.8533844947233
11662,234.3289008597203
11663,-2.9646039123181254
11664,221.48742070331355
11665,224.49564790414297
11666,217.780870713701
11667,220.7692593378597
11668,218.41754699655576
11669,218.19073092303006
11670,-14.736697511892999
11671,262.20400814982713
11672,249.71904799618642
11673,259.0795947119186
11674,264.33434078720165
11675,253.4127700055833
11676,226.63897166616516
11677,-10.465808134351391
11678,232.4019007581228
11679,308.74822270704317
11680,340.51860408869106
11681,276.0074272393831
11682,280.64317466376815
11683,223.4665037735831
11684,-43.16165066609392
11685,228.01225866461755
11686,241.23302281592623
11687,215.75723976345034
11688,232.1023499526782
11689,216.55418325122446
11690,223.4087111998524
11691,3.8437016340030823
11692,269.7378508922411
11693,274.4814018549805
11694,260.2914303309226
11695,266.71448541941936
11696,303.90478760702536
11697,214.80795857094927
11698,8.013048038003035
11699,239.96375867092866
11700,219.11049389111577
11701,231.20577072165906
11702,154.22896907897666
11703,151.64132506999886
11704,4.823128076153807
11705,163.23109534577816
11706,131.66173425037414
11707,5.23835415414942
11708,256.8465649269783
11709,242.36903600754158
11710,219.91658856450522
11711,208.86004832945764
11712,213.63657325669192
11713,217.23371070360008
11714,-7.313592337683076
11715,228.7361607907369
11716,193.9490736607695
11717,224.03516119913547
11718,215.874695699953
11719,216.16188923461596
11720,160.57501111540478
11721,4.477895965159405
11722,167.42860686703352
11723,147.03617596955155
11724,174.81312754450482
11725,170.51238556930912
11726,180.49639128884883
11727,144.5026376550959
11728,-5.596337442882941
11729,175.7190608006058
11730,223.1804461311549
11731,222.29119859373895
11732,157.16241370496573
11733,38.603492838476086
11734,152.6499687312753
11735,-7.865327379113296
11736,221.4388314070966
11737,218.87005163940194
11738,255.78490558828344
11739,225.6580089355557
11740,239.30064452663646
11741,168.77585195275606
11742,-3.9959329618577613
11743,166.8516789136047
11744,154.81286989478394
11745,169.07036918058293
11746,164.85078650711512
11747,159.37154593967716
11748,163.49249423532456
11749,11.166278556338511
11750,234.68452253000578
11751,246.38521216460504
11752,249.23380416171858
11753,242.97743150054885
11754,230.99109182611573
11755,143.27750885677233
11756,-0.3691681470372714
11757,136.6050279843912
11758,169.4741126279696
11759,164.49943043928943
11760,232.86398968062713
11761,217.28445357095916
11762,24.17041361113661
11763,264.129089412163
11764,235.74245097959647
11765,8.17887875744782
11766,279.5570422568999
11767,280.7741100506828
11768,268.92028676660266
11769,259.5898448537919
11770,239.39873111524503
11771,216.4064086774888
11772,45.595099375001155
11773,282.88084220603923
11774,258.1742684094934
11775,265.93623030828894
11776,268.4937761994661
11777,287.47420790629985
11778,220.18455952774093
11779,16.394701630430063
11780,227.45920636721712
11781,222.6018135745544
11782,220.6314844875742
11783,230.87588257118477
11784,224.03165386687033
11785,219.99513058416778
11786,1.9780280418490293
11787,274.291686775221
11788,270.0389979281463
11789,283.3202271690825
11790,264.9687973358523
11791,261.44499221914157
11792,238.3456553646538
11793,-2.1882076535839587
11794,263.05638229202305
11795,265.37390616825724
11796,264.21605286508566
11797,273.5502366572764
11798,287.83350411377614
11799,238.06887379309046
11800,-17.146439453368657
11801,258.2172484798939
11802,233.82541570896865
11803,235.07081412478874
11804,224.48413674070616
11805,220.72549961596087
11806,219.25468886348244
11807,4.599903794369311
11808,280.2833709640254
11809,289.61945290218864
11810,279.1841892097873
11811,280.08965597470524
11812,274.10777669609524
11813,237.58812065972597
11814,2.3051518089778256
11815,225.7602875250741
11816,226.81954501385917
11817,220.77115863838117
11818,261.05311578759574
11819,245.35559225392353
11820,23.87064114274108
11821,293.5240429036494
11822,264.8265425543941
11823,7.118417511839652
11824,310.37783119417145
11825,311.50629935599864
11826,299.8149875132949
11827,290.40404333680635
11828,270.7168806002883
11829,245.7811493629124
11830,44.249163625063375
11831,313.9099667907867
11832,288.88236115593463
11833,297.49110694171395
11834,299.5382223695051
11835,319.4000196136767
11836,249.2050314834778
11837,15.125832524674479
11838,255.6607101370173
11839,250.9065214699658
11840,249.31132770011027
11841,259.3782012552547
11842,252.90839713915193
11843,248.2801919968042
11844,0.38975837695761584
11845,305.1286470001796
11846,301.0899697277637
11847,314.34929872024804
11848,296.37570859031985
11849,292.18667569851095
11850,266.6058698844863
11851,-3.8107455317367567
11852,294.01711473753676
11853,296.43317385316186
11854,295.48949324851856
11855,304.7184512901149
11856,318.0834059632325
11857,266.34432253330306
11858,-16.10432253916224
11859,287.14518000915996
11860,262.9004658780905
11861,263.57689893830684
11862,252.9249912647938
11863,248.85642189381178
11864,247.42632124699594
11865,3.4165897405619035
11866,311.07970027491683
11867,320.80591425529565
11868,310.04384732153267
11869,311.23994450191094
11870,305.7436362744629
11871,266.24201072331925
11872,1.5835981582349632
11873,254.31961589735874
11874,255.5949056672689
11875,249.62210928439163
11876,314.63920179482375
11877,292.8950142216054
11878,-26.18877569475444
11879,350.023951157229
11880,314.32797855485114
11881,-30.963549298467115
11882,399.13444206371787
11883,403.35476264785393
11884,398.5731225439813
11885,375.49278148690064
11886,360.80192867913865
11887,293.6146508457023
11888,-7.9226504746766295
11889,402.898847412318
11890,380.4395540863916
11891,398.7446165037836
11892,390.4572670287016
11893,423.7418600974779
11894,307.78651384259865
11895,-25.991186943487264
11896,304.4364463589591
11897,298.70377494732384
11898,299.2856999283831
11899,309.90145476566977
11900,307.8755500766565
11901,292.6121415628295
11902,-37.76191642553022
11903,393.91482687048847
11904,397.1160550645145
11905,405.55126007941726
11906,386.6123662242753
11907,388.71607484060223
11908,315.98260648330324
11909,-54.68230538896751
11910,385.2902325025061
11911,392.16154197503056
11912,394.9003901089309
11913,401.1083446549019
11914,400.19036881183274
11915,309.810589639761
11916,-44.125144035875564
11917,346.80424074461916
11918,326.3618883356685
11919,323.50150677206693
11920,303.56214054106385
11921,289.70101021292794
11922,294.0630913014611
11923,-42.68997065346048
11924,404.0970067291055
11925,414.78508385110763
11926,407.68003020167816
11927,404.7904558535083
11928,403.6573193532822
11929,316.67181429750053
11930,-34.6798488136119
11931,300.7570951527159
11932,310.21022198416176
11933,304.24199806238175
11934,425.4551162394346
11935,441.66250875833794
11936,6.045974404551089
11937,469.3110906656366
11938,474.68326193938265
11939,0.8281113789125811
11940,549.8806601665274
11941,549.5531758201832
11942,537.9610977042757
11943,534.5237237852416
11944,518.4255781977845
11945,430.3917959863902
11946,-14.889834842208074
11947,563.962861351989
11948,541.6609818857978
11949,559.1182385110878
11950,553.4467405825271
11951,548.2843845518364
11952,456.2929609507846
11953,16.9676915849559
11954,460.70732363683055
11955,418.8218136568321
11956,434.48149369918974
11957,432.6977274285455
11958,433.906367632444
11959,467.73559517256217
11960,-32.60858134139562
11961,535.4579348147963
11962,532.9922186988406
11963,549.1464835106453
11964,537.9619163384777
11965,500.5462193834828
11966,421.72597400966333
11967,1.5382991323713213
11968,529.8380054315203
11969,528.2634588740184
11970,523.2576210903353
11971,606.6838810090558
11972,516.4470563609793
11973,477.4041487383074
11974,1.9768917881010566
11975,456.394603750261
11976,457.7869469827565
11977,457.2372798747674
11978,469.13017346538254
11979,458.4169230016996
11980,463.7587538372027
11981,0.7776193091413006
11982,565.7833680600161
11983,573.614289261488
11984,568.6994145341159
11985,568.8130654591077
11986,552.0880025717197
11987,452.26566795186955
11988,8.864951972587733
11989,443.8367628568085
11990,471.2254650502873
11991,467.01806656015106
11992,195.39972560785827
11993,197.18296889425255
11994,1.8333547164947959
11995,212.91828897269443
11996,213.90601655872888
11997,-4.325685345829697
11998,307.47415624462883
11999,30.09151854252559
12000,292.04709506173094
12001,275.8630668192054
12002,274.8315582519281
12003,224.88651138120622
12004,19.427615981927374
12005,289.0572918473772
12006,300.94592782872496
12007,255.61143604232348
12008,291.33755804080283
12009,293.46559785862337
12010,208.27755815844284
12011,13.664614188164705
12012,203.2397608243482
12013,197.02824533122475
12014,228.57331386195438
12015,228.81561112310737
12016,207.71355305801262
12017,202.834409453033
12018,-4.472930036456091
12019,252.80484906150377
12020,269.9079401901399
12021,280.6667049557436
12022,287.2263121299038
12023,265.1468075385201
12024,216.80816436868918
12025,-6.481221053662011
12026,247.68969328826643
12027,330.5671740908292
12028,277.79189224753645
12029,256.0207223869802
12030,307.6734457206476
12031,223.65775060665328
12032,-33.10936192321242
12033,215.4658779425663
12034,218.0746677215211
12035,220.8788202318101
12036,223.43426755531982
12037,220.31713333947118
12038,220.66512877162313
12039,7.402595844017924
12040,297.9218780954834
12041,294.5445200102695
12042,272.7285775228811
12043,298.96186690047034
12044,308.98965583363315
12045,207.9086139133433
12046,-5.309281755631673
12047,217.29655186086893
12048,223.876392921753
12049,212.77535033537424
12050,253.64361024703248
12051,238.85493391472846
12052,15.588971748948097
12053,283.23978059503133
12054,251.01347871348844
12055,-0.12862459519237746
12056,307.7056208844442
12057,306.1607308369712
12058,299.59045323889586
12059,283.2260249564133
12060,262.8436110533803
12061,236.67308688770572
12062,26.844444766524248
12063,310.7025589986879
12064,284.5401080174779
12065,290.41070956827025
12066,296.8142227618664
12067,318.5363629919884
12068,243.41816536123224
12069,3.353258697199635
12070,244.02202082786243
12071,238.26917739435157
12072,238.81320015501115
12073,251.28429784662148
12074,244.61575822543819
12075,232.45962447079364
12076,-6.4487442071404075
12077,300.4800605555647
12078,299.7742861653387
12079,311.45270940107
12080,289.2627418557822
12081,286.35178509686375
12082,256.2409139688243
12083,-15.534270725562237
12084,289.72080989260576
12085,289.65973945270525
12086,290.070281551918
12087,299.7541713667888
12088,310.9346440121153
12089,260.77777530424646
12090,-26.405315727490233
12091,278.6999959289242
12092,256.98878754419275
12093,251.61756901773333
12094,242.40866074498626
12095,235.27315488761815
12096,240.5114070159616
12097,-5.7055990360240685
12098,307.4303224903124
12099,318.3726438941085
12100,309.57924620990525
12101,310.84027905736
12102,302.2537815137184
12103,257.6044432703784
12104,-6.3778050950641045
12105,242.49526840537146
12106,248.08455307756958
12107,242.49729876844503
12108,201.11368965529255
12109,195.17916436080122
12110,-3.858559075015364
12111,209.20218237600056
12112,177.71998123420053
12113,-9.422508749266854
12114,276.5172760617861
12115,258.65832794693415
12116,249.37988418436726
12117,245.54218288091943
12118,250.436173225753
12119,274.10675705055473
12120,-13.955571671191137
12121,264.09675247230916
12122,228.30552830838133
12123,256.7072985013947
12124,242.16444005205994
12125,247.2382503132976
12126,201.30572665474028
12127,-10.454881803278113
12128,199.14221226325026
12129,187.53370160600753
12130,207.7340606773505
12131,213.91126377688488
12132,219.3324109071109
12133,186.9811298485729
12134,-13.297646668477682
12135,209.65500866508228
12136,248.78680763376178
12137,251.75323171078344
12138,200.2211226366635
12139,74.55311290957616
12140,197.72728656887193
12141,-17.08311752357986
12142,253.42862248432357
12143,246.12100752507104
12144,270.82589580275817
12145,254.8152351071476
12146,265.6876458110055
12147,215.19766527210595
12148,-7.337116623355541
12149,212.7087577683851
12150,193.5656459395832
12151,205.04035533196293
12152,200.27538044154062
12153,197.02600246437942
12154,205.1946013100387
12155,-6.453519067785237
12156,255.53091724708793
12157,269.2624634479871
12158,269.8773599868582
12159,267.2808968422469
12160,258.5492499153479
12161,187.2229958199605
12162,-15.369847986730747
12163,186.58893528272165
12164,203.91463749640388
12165,199.91855225834297
12166,179.13384514629433
12167,177.14505830869894
12168,2.163667407890898
12169,196.20735063649772
12170,205.00151717170957
12171,-7.341524135670625
12172,260.6568093858659
12173,9.987039655883564
12174,257.34568768326426
12175,251.4048441296618
12176,255.55348354380112
12177,224.5372334910644
12178,41.35128213983262
12179,257.6684460621909
12180,271.6511285826564
12181,239.04404878345667
12182,252.54760532798537
12183,265.8915745182894
12184,192.89059851967613
12185,4.995333480765112
12186,184.9765052346047
12187,180.8431068399368
12188,203.41744575214398
12189,209.97062256494246
12190,189.56298751049326
12191,182.72590671063517
12192,-7.238673935265979
12193,222.64575835579308
12194,240.77190386546135
12195,252.17525076365564
12196,256.4421570956474
12197,239.1511828575749
12198,195.64524644437188
12199,-8.721834792697337
12200,221.92171031760518
12201,284.538063194399
12202,239.88033810499473
12203,225.41791729160468
12204,273.48699917356134
12205,192.75903297959303
12206,-33.172737533343025
12207,201.76689241865824
12208,199.30919539602473
12209,192.9485663981759
12210,191.87949245114578
12211,189.1616106423753
12212,190.75276259088423
12213,-8.78452865316649
12214,253.3561473798036
12215,256.2957691104384
12216,239.12674598919693
12217,258.3949311610486
12218,264.2810283518047
12219,192.09204330116336
12220,-16.54086070478661
12221,200.05674763125717
12222,203.88299214346625
12223,187.72307240823284
12224,779.4248994578375
12225,773.7981725958234
12226,-2.8176330039277673
12227,797.9062756511266
12228,767.4740173382452
12229,11.274423565424513
12230,952.7751086688368
12231,950.0254244702228
12232,944.5640391498746
12233,904.3304052761814
12234,894.1096532409138
12235,757.5691924699931
12236,0.7448675594350789
12237,932.7466223962547
12238,900.7265677691903
12239,905.4907502490096
12240,927.3786792125611
12241,957.9148195098969
12242,806.1895743074128
12243,-11.877762606716715
12244,773.9260178225522
12245,766.3025593448256
12246,802.5960154521454
12247,798.209769114037
12248,807.6618423249456
12249,765.9987583012553
12250,-25.842373314517317
12251,934.2505784517853
12252,944.1296452809183
12253,941.9630666440062
12254,908.8167528593913
12255,915.3374635804794
12256,815.9100996594061
12257,-27.951527360040927
12258,908.8283099044638
12259,921.5034128861735
12260,919.0355799846293
12261,921.9903865724336
12262,968.0878820608195
12263,806.9798112482531
12264,-3.8287874026282225
12265,826.4712576903694
12266,802.0674557828752
12267,788.8267608945316
12268,790.958322851744
12269,786.3057680465572
12270,789.6454443593393
12271,1.29038573266007
12272,960.9970786427439
12273,956.0279853835818
12274,955.143626196601
12275,956.6400147400564
12276,941.0015933390532
12277,803.4601548087376
12278,8.809337118844269
12279,770.515836394683
12280,796.1498288039002
12281,794.8372711229895
12282,256.93667862785514
12283,256.2808360285708
12284,-1.3962977609480731
12285,244.75600573816337
12286,246.95056244693114
12287,-11.356203854898922
12288,347.8142079261306
12289,334.53388660636847
12290,321.48604895477183
12291,279.11603297738475
12292,311.510123368731
12293,305.280219267559
12294,-1.149557158263633
12295,345.10214609012473
12296,330.9549545533664
12297,307.0484186761896
12298,347.1712462886644
12299,322.77158131147735
12300,253.0651839908387
12301,8.323640566348331
12302,277.2866980386025
12303,267.35632691529463
12304,266.39544721497805
12305,271.28639264570666
12306,271.998393558868
12307,231.79178789051366
12308,-9.733310177951353
12309,307.96178874684847
12310,319.62028290331364
12311,317.2490685301309
12312,228.30115951262997
12313,301.7580342597503
12314,230.3097855342494
12315,-19.50679713266436
12316,276.3432200179377
12317,160.42271651967894
12318,329.8252021034132
12319,336.4907186567143
12320,348.3666748246178
12321,247.47444892273052
12322,-15.219583119353047
12323,254.78151972373598
12324,244.05036677361932
12325,268.18675294940476
12326,288.66624729314935
12327,263.1805510001723
12328,293.8021994443261
12329,-5.2232400044449605
12330,330.0405996919726
12331,324.36616115589277
12332,338.94160563484184
12333,347.3725062862504
12334,315.5291596666211
12335,227.19924321054714
12336,-18.006079364655307
12337,256.18443165012286
12338,278.4472566519398
12339,266.04911983083
12340,242.53146026300965
12341,242.1080013954488
12342,0.91043758217711
12343,221.70134848429007
12344,227.80618027693708
12345,-0.9042959158250596
12346,348.31958293454954
12347,331.7747795054747
12348,321.7911623073451
12349,255.96907858236227
12350,294.38276735611726
12351,266.2544849369151
12352,-3.0632055001042318
12353,329.24075585146784
12354,317.5022791568772
12355,302.0067391450575
12356,330.982663933828
12357,314.9489861179027
12358,242.72133745573228
12359,9.75018900303985
12360,271.315631417383
12361,260.4628880429955
12362,261.62506822956493
12363,262.2857621203875
12364,267.1524729982775
12365,213.80385572335217
12366,-3.6190052044403274
12367,300.36967660379014
12368,317.64690743389656
12369,309.91184687099303
12370,214.2444592312968
12371,296.94682524204836
12372,215.13966922834516
12373,-16.75975471441052
12374,272.9025445191364
12375,156.53627764666453
12376,334.65709875529865
12377,344.0406078319065
12378,354.20744923024904
12379,234.98571711679688
12380,-12.168427541822894
12381,238.8975230519136
12382,231.18918118349393
12383,255.40405677541276
12384,282.0906187882065
12385,256.3023448685126
12386,281.4469699310721
12387,12.549572274816455
12388,335.57457477026037
12389,323.23257104191
12390,342.37368112709373
12391,352.24738942380645
12392,303.11417718586745
12393,207.44550522579812
12394,-8.226255141751608
12395,229.36842401631293
12396,261.6864469840366
12397,253.61061008891556
12398,255.65544709852838
12399,242.05504795658635
12400,-0.34072778177505825
12401,261.3991923632275
12402,292.3369406508573
12403,24.403375942551065
12404,323.2742429584905
12405,323.99030892475275
12406,316.4699495737441
12407,339.45014273250126
12408,353.1759207356081
12409,297.1819446210575
12410,5.273857625608798
12411,356.1755973965046
12412,335.33666695063584
12413,333.724960599764
12414,341.5625255074556
12415,349.8490800471627
12416,272.3636651640991
12417,-0.3535559537995141
12418,278.50231256862753
12419,270.9763766241085
12420,271.6674031677103
12421,257.9230472734489
12422,235.9031391729659
12423,260.42849451248185
12424,13.089550578879425
12425,338.23164907452883
12426,313.1492311870097
12427,350.0163214071363
12428,338.81712625130604
12429,340.9099294038024
12430,284.9835938642209
12431,17.4869524918322
12432,343.12844376939756
12433,342.7734763370536
12434,319.9562761243287
12435,333.3696146191651
12436,319.24066977849
12437,269.52938301992253
12438,-23.572274257297977
12439,278.9814560672967
12440,274.94472666448564
12441,266.8021228151629
12442,250.94724519531883
12443,271.5468929421186
12444,273.78602047715685
12445,1.6963488406909164
12446,324.49260927931755
12447,336.1467772636097
12448,324.80570096726296
12449,325.4294311265694
12450,328.08810659589653
12451,260.9149279448902
12452,1.6391311390034389
12453,256.80463377390697
12454,261.1423361999041
12455,268.9729982929275
12456,196.58142919756938
12457,191.13948271085974
12458,3.1795207122631837
12459,211.43920272457763
12460,175.66669869449106
12461,-3.1093628056551097
12462,270.36537682978087
12463,254.4884800597938
12464,242.19547616000636
12465,240.14623194583692
12466,245.81823394808453
12467,276.14739052864024
12468,-8.094944931232021
12469,257.0147586793173
12470,220.50839697467745
12471,252.70478060543246
12472,235.5020514523785
12473,240.5176201211434
12474,200.7070149736246
12475,-4.847340993670514
12476,199.31393714039586
12477,180.85807339703024
12478,208.06076324770402
12479,209.7392977233976
12480,218.39526249558548
12481,183.69097272276122
12482,-10.196986963273957
12483,199.04773262311937
12484,241.7078055668244
12485,245.0270667426521
12486,189.624637312314
12487,67.39314212091267
12488,193.70505948537902
12489,-15.801313753516297
12490,241.63783623467316
12491,233.97564989543753
12492,265.4129849637102
12493,243.13765726529527
12494,258.3224589614256
12495,214.3086346592754
12496,-5.624970188931911
12497,209.1193633202056
12498,190.96096784208203
12499,205.4852859559178
12500,199.3812208653253
12501,193.99401621788274
12502,202.57427149944124
12503,-3.217834413953824
12504,248.90396251401398
12505,261.10850827435206
12506,260.4321784375643
12507,259.77726276186877
12508,249.54315535521891
12509,186.5476712489326
12510,-12.852151828556089
12511,184.9120795491326
12512,204.03870003570046
12513,199.38579627883155
12514,260.8200191119977
12515,246.35874617824447
12516,15.154041687841527
12517,291.431468857656
12518,259.07795524894027
12519,-0.12747618946013972
12520,316.18149120819
12521,313.96275956391764
12522,308.4934348997922
12523,291.9535866329534
12524,271.97845246785437
12525,245.9515553584497
12526,26.883328631083714
12527,320.0427486152912
12528,293.7953043728339
12529,299.38998291883036
12530,306.44450276008865
12531,327.69092463396373
12532,250.40268721622124
12533,3.109668180826702
12534,250.491191548208
12535,244.9141220156598
12536,245.34101969006588
12537,258.80923598491063
12538,251.42943059412937
12539,239.1090317308117
12540,-6.356801813235506
12541,309.3912346008583
12542,307.95719075347006
12543,320.430497712543
12544,297.7901518910221
12545,294.1423893915053
12546,262.93827580468496
12547,-15.566113060252974
12548,298.2276057522831
12549,297.73210677990573
12550,298.6218905432761
12551,307.8853735708544
12552,319.12717781635
12553,268.9068426970043
12554,-25.14599424091284
12555,286.7328604543436
12556,264.6519496325782
12557,258.27205107158807
12558,249.38932892856246
12559,241.9996990399668
12560,247.41911568681826
12561,-5.70786877462524
12562,315.27092025348975
12563,327.3867340733268
12564,317.65809199243085
12565,318.43721153066144
12566,311.2973529591836
12567,265.30102288123453
12568,-6.230573199631181
12569,249.39380194959813
12570,255.5108436308219
12571,249.71281840921438
12572,212.89479541724722
12573,194.74979523576621
12574,1.901889997665421
12575,238.2698985086754
12576,204.80436877140892
12577,1.8289009020081721
12578,285.1242647713225
12579,287.91775838608737
12580,282.7164336634014
12581,258.6321530595742
12582,240.48893732643046
12583,185.42006905587914
12584,22.901696418834035
12585,284.01487175126385
12586,261.41123256915307
12587,272.38856996849063
12588,273.6642696470226
12589,298.6950544574065
12590,205.59941931592766
12591,4.765682660377934
12592,203.23342607769882
12593,197.8420000468177
12594,200.52958788504475
12595,211.14922077584197
12596,207.1670263002743
12597,191.14075335935922
12598,-5.003444916088483
12599,278.25680133808055
12600,281.05350763950264
12601,289.29911367673776
12602,265.2386693128792
12603,270.82825912631233
12604,218.19931270903908
12605,-18.051039515266893
12606,267.90132593798626
12607,272.95372823264915
12608,273.6046738140867
12609,281.4676375684503
12610,293.26847735393676
12611,214.48423386746435
12612,-24.749742975254776
12613,240.58143741036474
12614,219.58944205386797
12615,216.23358832857048
12616,203.79587622353574
12617,194.12093607264978
12618,198.5196865068574
12619,-7.001520724006696
12620,290.28205329505727
12621,299.27051780618785
12622,292.5260232387809
12623,289.95539122691844
12624,282.54459931803285
12625,215.08295952661138
12626,-3.995803642872488
12627,197.97456724001677
12628,207.30834911695274
12629,202.6113767472707
12630,275.40283942676615
12631,255.3263168555859
12632,2.5793775029305834
12633,297.1838837056421
12634,264.26775276995613
12635,3.278909985354403
12636,353.88095882278867
12637,355.8848806041642
12638,348.2746604171116
12639,322.66453783767065
12640,303.3701661506202
12641,240.80679764962406
12642,21.834028180863243
12643,346.29001353649073
12644,320.49956700287294
12645,334.67236667033285
12646,337.35595832401305
12647,362.9420197851141
12648,269.5138784814626
12649,5.489078947604867
12650,269.00532590877265
12651,262.728124469606
12652,265.5610639016086
12653,271.8269756369118
12654,271.08128679337096
12655,254.04619747312972
12656,-8.066464320698287
12657,339.5893431538425
12658,351.48660404095426
12659,352.77909168743645
12660,334.50729551995755
12661,340.0956595670432
12662,279.8117975125497
12663,-18.503807925910223
12664,337.8868343643844
12665,341.6149018375727
12666,341.2667944014247
12667,351.9493342974456
12668,359.3363002399565
12669,278.0536403572478
12670,-26.184786080295453
12671,297.77145903074415
12672,278.7063529859297
12673,275.6243842635304
12674,265.9917783217388
12675,257.7777323113114
12676,262.4139616381144
12677,-7.977650994376745
12678,358.12739101678017
12679,363.7495515686169
12680,359.06586360753863
12681,362.8722508685605
12682,347.61968845588854
12683,274.71506327507086
12684,-3.4708582444873173
12685,264.0496658789925
12686,269.5052006439073
12687,266.94058132809005
12688,3.173066626652144
12689,161.9762525652477
12690,130.16843852127204
12691,-10.51940206909785
12692,176.4858340237697
12693,-9.397285726066912
12694,161.04042366400245
12695,166.10294649141724
12696,157.81604390972643
